,category,label,ask,ask_keyword,class_id,class
354,普通对话,dialog,你去死,"你,去,死",1,dialog
355,普通对话,dialog,"我不是不想起床,只是起床不知道干嘛","我,不是,不想,起床,只是,起床,不,知道,干嘛",1,dialog
356,普通对话,dialog,"恩,也是!那我不能生气啦!你生气就行","恩,也,是,那,我,不能,生气,你,生气,就,行",1,dialog
357,普通对话,dialog,聊点儿啥,"聊,点儿,啥",1,dialog
358,科学,science,什么是波长？,"什么,是,波长",0,knowledge
359,普通对话,dialog,想不想吃肯德基,"想,不想,吃,肯德基",1,dialog
360,笑话,joke,讲个笑话,"讲,个,笑话",2,joke
361,普通对话,dialog,我马上结婚.生宝宝,"我,马上,结婚,.,生,宝宝",1,dialog
362,普通对话,dialog,上班犯瞌睡,"上班,犯,瞌睡",1,dialog
363,普通对话,dialog,为什么这么说呀!?呜呜,"为什么,这么,说,呜呜",1,dialog
364,普通对话,dialog,你要气死我吗?坏蛋,"你,要,气死我,坏蛋",1,dialog
365,普通对话,dialog,我还有好多课要上,"我,还有,好多,课要,上",1,dialog
366,普通对话,dialog,"机场好大,迷路了","机场,好,大,迷路,了",1,dialog
367,历史,history,圆明园是清代什么年间建造的,"圆明园,是,清代,什么,年间,建造,的",0,knowledge
368,普通对话,dialog,我想要个女朋友,"我,想要,个,女朋友",1,dialog
369,普通对话,dialog,亲爱的小通,"亲爱,的,小通",1,dialog
370,普通对话,dialog,谢谢你。,"谢谢,你",1,dialog
371,普通对话,dialog,太讨厌了你,"太,讨厌,了,你",1,dialog
372,普通对话,dialog,你是不是傻,"你,是不是,傻",1,dialog
373,普通对话,dialog,"小通同学,你有女朋友么","小通,同学,你,有,女朋友",1,dialog
374,普通对话,dialog,么么哒,"么,么",1,dialog
375,普通对话,dialog,嘻嘻乖,"嘻嘻,乖",1,dialog
376,普通对话,dialog,你的评论在哪里,"你,的,评论,哪里",1,dialog
377,普通对话,dialog,我可以追你吗,"我,可以,追,你",1,dialog
378,普通对话,dialog,我也爱你 什么时候领证,"我,也,爱,你,什么,时候,领证",1,dialog
379,普通对话,dialog,你家几口人,"你家,几口,人",1,dialog
380,普通对话,dialog,我郁闷怎么办,"我,郁闷,怎么办",1,dialog
381,普通对话,dialog,这个是人工的还是系统的,"这个,是,人工,的,还是,系统,的",1,dialog
382,普通对话,dialog,"我喜欢上一男的,该怎么表白","我,喜欢,上一,男,的,该,怎么,表白",1,dialog
383,科学,science,什么是阿伏伽德罗的号码？,"什么,是,阿伏,伽,德罗,的,号码",0,knowledge
384,笑话,joke,笑话,笑话,2,joke
385,科学,science,大数据包括那些特点,"大,数据,包括,那些,特点",0,knowledge
386,普通对话,dialog,我真去死了,"我,真,去,死,了",1,dialog
387,普通对话,dialog,你什么时候睡觉,"你,什么,时候,睡觉",1,dialog
388,普通对话,dialog,你知道lol是什么吗,"你,知道,是,什么",1,dialog
389,普通对话,dialog,你能移动吗？,"你,能,移动",1,dialog
390,普通对话,dialog,我信了,"我,信,了",1,dialog
391,普通对话,dialog,好累啊!我要回家,"好,累,我,要,回家",1,dialog
392,普通对话,dialog,你好聪明,"你好,聪明",1,dialog
393,普通对话,dialog,我猜不到,"我,猜,不到",1,dialog
394,科学,science,糖类的主要作用是什么,"糖类,的,主要,作用,是,什么",0,knowledge
395,历史,history,武汉为什么称为九省通衢,"武汉,为什么,称为,九省,通衢",0,knowledge
396,科学,science,什么是细菌学？,"什么,是,细菌学",0,knowledge
397,普通对话,dialog,你自动回复的真他妈快,"你,自动,回复,的,真他妈,快",1,dialog
398,普通对话,dialog,嫁给我,"嫁给,我",1,dialog
399,普通对话,dialog,哎 拜拜 我先走了噢,"拜拜,我,先,走,了",1,dialog
400,科学,science,什么是负载均衡,"什么,是,负载,均衡",0,knowledge
401,普通对话,dialog,你真可爱,"你,真,可爱",1,dialog
402,普通对话,dialog,"让我揍你一顿吧,我就开心了","让,我,揍,你,一顿,我,就,开心,了",1,dialog
403,普通对话,dialog,累死了,"累死,了",1,dialog
404,普通对话,dialog,哦?,哦,1,dialog
405,普通对话,dialog,那你有男朋友么,"那,你,有,男朋友",1,dialog
406,普通对话,dialog,你叫啥,"你,叫,啥",1,dialog
407,普通对话,dialog,请问你是女的不,"请问,你,是,女,的,不",1,dialog
408,食物,food,过期的酸奶有什么用处,"过期,的,酸奶,有,什么,用处",0,knowledge
